Entity,Code,Year,Share of one-year-olds vaccinated against rubella
Mongolia,MNG,2016,99
Mongolia,MNG,2017,99
Mongolia,MNG,2018,99
Mongolia,MNG,2019,98
Mongolia,MNG,2020,97
Mongolia,MNG,2021,95
Mongolia,MNG,2022,94
Mongolia,MNG,2023,96
Mongolia,MNG,2024,96
Montenegro,MNE,2006,90
Montenegro,MNE,2007,90
Montenegro,MNE,2008,89
Montenegro,MNE,2009,86
Montenegro,MNE,2010,90
Montenegro,MNE,2011,91
Montenegro,MNE,2012,90
Montenegro,MNE,2013,88
Montenegro,MNE,2014,76
Montenegro,MNE,2015,64
Montenegro,MNE,2016,47
Montenegro,MNE,2017,58
Montenegro,MNE,2018,42
Montenegro,MNE,2019,37
Montenegro,MNE,2020,24
Montenegro,MNE,2021,18
Montenegro,MNE,2022,33
Montenegro,MNE,2023,24
Montenegro,MNE,2024,23
Morocco,MAR,2004,91
Morocco,MAR,2005,92
Morocco,MAR,2006,92
Morocco,MAR,2007,92
Morocco,MAR,2014,99
Morocco,MAR,2015,99
Morocco,MAR,2016,99
Morocco,MAR,2017,99
Morocco,MAR,2018,99
Morocco,MAR,2019,99
Morocco,MAR,2020,99
Morocco,MAR,2021,99
Morocco,MAR,2022,99
Morocco,MAR,2023,98
Morocco,MAR,2024,98
Mozambique,MOZ,2018,83
Mozambique,MOZ,2019,83
Mozambique,MOZ,2020,73
Mozambique,MOZ,2021,62
Mozambique,MOZ,2022,63
Mozambique,MOZ,2023,65
Mozambique,MOZ,2024,65
Myanmar,MMR,2015,84
Myanmar,MMR,2016,91
Myanmar,MMR,2017,83
Myanmar,MMR,2018,93
Myanmar,MMR,2019,84
Myanmar,MMR,2020,91
Myanmar,MMR,2021,44
Myanmar,MMR,2022,75
Myanmar,MMR,2023,73
Myanmar,MMR,2024,71
Namibia,NAM,2017,80
Namibia,NAM,2018,82
Namibia,NAM,2019,80
Namibia,NAM,2020,90
Namibia,NAM,2021,91
Namibia,NAM,2022,89
Namibia,NAM,2023,86
Namibia,NAM,2024,79
Nauru,NRU,2006,97
Nauru,NRU,2007,99
Nauru,NRU,2008,99
Nauru,NRU,2009,92
Nauru,NRU,2010,99
Nauru,NRU,2011,99
Nauru,NRU,2012,96
Nauru,NRU,2013,97
Nauru,NRU,2014,98
Nauru,NRU,2015,98
Nauru,NRU,2016,98
Nauru,NRU,2017,95
Nauru,NRU,2018,99
Nauru,NRU,2019,95
Nauru,NRU,2020,98
Nauru,NRU,2021,98
Nauru,NRU,2022,98
Nauru,NRU,2023,98
Nauru,NRU,2024,98
Nepal,NPL,2013,88
Nepal,NPL,2014,88
Nepal,NPL,2015,85
Nepal,NPL,2016,83
Nepal,NPL,2017,90
Nepal,NPL,2018,91
Nepal,NPL,2019,92
Nepal,NPL,2020,87
Nepal,NPL,2021,90
Nepal,NPL,2022,90
Nepal,NPL,2023,93
Nepal,NPL,2024,97
Netherlands,NLD,1980,91
Netherlands,NLD,1981,91
Netherlands,NLD,1982,92
Netherlands,NLD,1983,92
Netherlands,NLD,1984,92
Netherlands,NLD,1985,92
Netherlands,NLD,1986,93
Netherlands,NLD,1987,93
Netherlands,NLD,1988,94
Netherlands,NLD,1989,94
Netherlands,NLD,1990,94
Netherlands,NLD,1991,94
Netherlands,NLD,1992,95
Netherlands,NLD,1993,94
Netherlands,NLD,1994,94
Netherlands,NLD,1995,94
Netherlands,NLD,1996,96
Netherlands,NLD,1997,96
Netherlands,NLD,1998,96
Netherlands,NLD,1999,96
Netherlands,NLD,2000,96
Netherlands,NLD,2001,95
Netherlands,NLD,2002,95
Netherlands,NLD,2003,96
Netherlands,NLD,2004,96
Netherlands,NLD,2005,95
Netherlands,NLD,2006,96
Netherlands,NLD,2007,96
Netherlands,NLD,2008,96
Netherlands,NLD,2009,96
Netherlands,NLD,2010,96
Netherlands,NLD,2011,96
Netherlands,NLD,2012,96
Netherlands,NLD,2013,96
Netherlands,NLD,2014,96
Netherlands,NLD,2015,95
Netherlands,NLD,2016,94
Netherlands,NLD,2017,93
Netherlands,NLD,2018,93
Netherlands,NLD,2019,94
Netherlands,NLD,2020,94
Netherlands,NLD,2021,93
Netherlands,NLD,2022,89
Netherlands,NLD,2023,89
Netherlands,NLD,2024,89
New Zealand,NZL,1980,80
New Zealand,NZL,1981,77
New Zealand,NZL,1982,74
New Zealand,NZL,1983,71
New Zealand,NZL,1984,67
New Zealand,NZL,1985,64
New Zealand,NZL,1986,60
New Zealand,NZL,1987,67
New Zealand,NZL,1988,75
New Zealand,NZL,1989,83
New Zealand,NZL,1990,90
New Zealand,NZL,1991,82
New Zealand,NZL,1992,82
New Zealand,NZL,1993,85
New Zealand,NZL,1994,87
New Zealand,NZL,1995,84
New Zealand,NZL,1996,92
New Zealand,NZL,1997,99
New Zealand,NZL,1998,81
New Zealand,NZL,1999,83
New Zealand,NZL,2000,85
New Zealand,NZL,2001,85
New Zealand,NZL,2002,84
New Zealand,NZL,2003,84
New Zealand,NZL,2004,83
New Zealand,NZL,2005,82
New Zealand,NZL,2006,82
New Zealand,NZL,2007,79
New Zealand,NZL,2008,86
New Zealand,NZL,2009,89
New Zealand,NZL,2010,91
New Zealand,NZL,2011,93
New Zealand,NZL,2012,92
New Zealand,NZL,2013,92
New Zealand,NZL,2014,93
New Zealand,NZL,2015,93
New Zealand,NZL,2016,92
New Zealand,NZL,2017,93
New Zealand,NZL,2018,92
New Zealand,NZL,2019,92
New Zealand,NZL,2020,91
New Zealand,NZL,2021,91
New Zealand,NZL,2022,90
New Zealand,NZL,2023,89
New Zealand,NZL,2024,89
Niue,NIU,1980,77
Niue,NIU,1981,71
Niue,NIU,1982,65
Niue,NIU,1983,58
Niue,NIU,1984,52
Niue,NIU,1985,52
Niue,NIU,1986,73
Niue,NIU,1987,94
Niue,NIU,1988,94
Niue,NIU,1989,99
Niue,NIU,1990,99
Niue,NIU,1991,99
Niue,NIU,1992,99
Niue,NIU,1993,99
Niue,NIU,1994,99
Niue,NIU,1995,34
Niue,NIU,1996,99
Niue,NIU,1997,99
Niue,NIU,1998,99
Niue,NIU,1999,99
Niue,NIU,2000,99
Niue,NIU,2001,99
Niue,NIU,2002,99
Niue,NIU,2003,86
Niue,NIU,2004,99
Niue,NIU,2005,99
Niue,NIU,2006,99
Niue,NIU,2007,99
Niue,NIU,2008,99
Niue,NIU,2009,99
Niue,NIU,2010,99
Niue,NIU,2011,99
Niue,NIU,2012,99
Niue,NIU,2013,99
Niue,NIU,2014,99
Niue,NIU,2015,99
Niue,NIU,2016,99
Niue,NIU,2017,99
Niue,NIU,2018,99
Niue,NIU,2019,99
Niue,NIU,2020,99
Niue,NIU,2021,99
Niue,NIU,2022,99
Niue,NIU,2023,99
Niue,NIU,2024,99
North America,,1980,39.47041
North America,,1981,45.30877
North America,,1982,45.684498
North America,,1983,46.126396
North America,,1984,45.991516
North America,,1985,45.401405
North America,,1986,47.251266
North America,,1987,44.94704
North America,,1988,52.88573
North America,,1989,51.25289
North America,,1990,49.848377
North America,,1991,49.188988
North America,,1992,47.75268
North America,,1993,48.486755
North America,,1994,50.509983
North America,,1995,49.65114
North America,,1996,50.820583
North America,,1997,54.677853
North America,,1998,81.940414
North America,,1999,81.177414
North America,,2000,81.36921
North America,,2001,85.27626
North America,,2002,85.69892
North America,,2003,86.60892
North America,,2004,88.722336
North America,,2005,88.3089
North America,,2006,88.291046
North America,,2007,87.86707
North America,,2008,90.02889
North America,,2009,88.91904
North America,,2010,89.68338
North America,,2011,90.22653
North America,,2012,90.44902
North America,,2013,88.11166
North America,,2014,89.70279
North America,,2015,90.27587
North America,,2016,90.33074
North America,,2017,84.56112
North America,,2018,90.29439
North America,,2019,83.47306
North America,,2020,87.92868
North America,,2021,90.187546
North America,,2022,86.51527
North America,,2023,84.62025
North Korea,PRK,2020,99
North Korea,PRK,2021,99
North Korea,PRK,2022,99
North Korea,PRK,2023,99
North Korea,PRK,2024,99
North Macedonia,MKD,1993,98
North Macedonia,MKD,1994,88
North Macedonia,MKD,1995,97
North Macedonia,MKD,1996,91
North Macedonia,MKD,1997,98
North Macedonia,MKD,1998,96
North Macedonia,MKD,1999,98
North Macedonia,MKD,2000,97
North Macedonia,MKD,2001,92
North Macedonia,MKD,2002,98
North Macedonia,MKD,2003,96
North Macedonia,MKD,2004,96
North Macedonia,MKD,2005,96
North Macedonia,MKD,2006,94
North Macedonia,MKD,2007,96
North Macedonia,MKD,2008,98
North Macedonia,MKD,2009,96
North Macedonia,MKD,2010,98
North Macedonia,MKD,2011,97
North Macedonia,MKD,2012,96
North Macedonia,MKD,2013,96
North Macedonia,MKD,2014,93
North Macedonia,MKD,2015,89
North Macedonia,MKD,2016,82
North Macedonia,MKD,2017,83
North Macedonia,MKD,2018,75
North Macedonia,MKD,2019,75
North Macedonia,MKD,2020,63
North Macedonia,MKD,2021,70
North Macedonia,MKD,2022,71
North Macedonia,MKD,2023,73
North Macedonia,MKD,2024,73
Norway,NOR,1983,80
Norway,NOR,1984,80
Norway,NOR,1985,90
Norway,NOR,1986,87
Norway,NOR,1987,87
Norway,NOR,1988,87
Norway,NOR,1989,84
Norway,NOR,1990,87
Norway,NOR,1991,94
Norway,NOR,1992,96
Norway,NOR,1993,93
Norway,NOR,1994,94
Norway,NOR,1995,92
Norway,NOR,1996,92
Norway,NOR,1997,93
Norway,NOR,1998,91
Norway,NOR,1999,90
Norway,NOR,2000,88
Norway,NOR,2001,90
Norway,NOR,2002,87
Norway,NOR,2003,86
Norway,NOR,2004,89
Norway,NOR,2005,90
Norway,NOR,2006,92
Norway,NOR,2007,92
Norway,NOR,2008,93
Norway,NOR,2009,93
Norway,NOR,2010,93
Norway,NOR,2011,93
Norway,NOR,2012,94
Norway,NOR,2013,93
Norway,NOR,2014,94
Norway,NOR,2015,95
Norway,NOR,2016,96
Norway,NOR,2017,96
Norway,NOR,2018,96
Norway,NOR,2019,97
Norway,NOR,2020,97
Norway,NOR,2021,97
Norway,NOR,2022,96
Norway,NOR,2023,96
Norway,NOR,2024,96
Oceania,,1980,9.187491
Oceania,,1981,8.689886
Oceania,,1982,8.137303
Oceania,,1983,42.405968
Oceania,,1984,41.81115
Oceania,,1985,41.245354
Oceania,,1986,40.595703
Oceania,,1987,41.62995
Oceania,,1988,46.987495
Oceania,,1989,51.849705
Oceania,,1990,53.06866
Oceania,,1991,52.2885
Oceania,,1992,52.26571
Oceania,,1993,52.228516
Oceania,,1994,51.998306
Oceania,,1995,55.462475
Oceania,,1996,55.748943
Oceania,,1997,54.11391
Oceania,,1998,50.50232
Oceania,,1999,52.927666
Oceania,,2000,54.043945
Oceania,,2001,53.98987
Oceania,,2002,54.844147
Oceania,,2003,54.387764
Oceania,,2004,54.371048
Oceania,,2005,54.728462
Oceania,,2006,54.806767
Oceania,,2007,55.213142
Oceania,,2008,56.081284
Oceania,,2009,56.49923
Oceania,,2010,56.65154
Oceania,,2011,56.514477
Oceania,,2012,56.26374
Oceania,,2013,58.386448
Oceania,,2014,58.43323
Oceania,,2015,78.85763
Oceania,,2016,75.26655
Oceania,,2017,73.21714
Oceania,,2018,71.38442
Oceania,,2019,71.36095
Oceania,,2020,72.74059
Oceania,,2021,68.64555
Oceania,,2022,73.25798
Oceania,,2023,74.328735
Oman,OMN,1994,97
Oman,OMN,1995,98
Oman,OMN,1996,98
Oman,OMN,1997,98
Oman,OMN,1998,98
Oman,OMN,1999,99
Oman,OMN,2000,99
Oman,OMN,2001,99
Oman,OMN,2002,99
Oman,OMN,2003,98
Oman,OMN,2004,98
Oman,OMN,2005,98
Oman,OMN,2006,96
Oman,OMN,2007,97
Oman,OMN,2008,98
Oman,OMN,2009,99
Oman,OMN,2010,99
Oman,OMN,2011,99
Oman,OMN,2012,99
Oman,OMN,2013,99
Oman,OMN,2014,99
Oman,OMN,2015,99
Oman,OMN,2016,99
Oman,OMN,2017,99
Oman,OMN,2018,99
Oman,OMN,2019,99
Oman,OMN,2020,99
Oman,OMN,2021,99
Oman,OMN,2022,97
Oman,OMN,2023,99
Oman,OMN,2024,99
Pakistan,PAK,2022,82
Pakistan,PAK,2023,84
Pakistan,PAK,2024,86
Palau,PLW,1995,99
Palau,PLW,1996,99
Palau,PLW,1997,83
Palau,PLW,1998,74
Palau,PLW,1999,96
Palau,PLW,2000,83
Palau,PLW,2001,91
Palau,PLW,2002,99
Palau,PLW,2003,99
Palau,PLW,2004,99
Palau,PLW,2005,98
Palau,PLW,2006,98
Palau,PLW,2007,91
Palau,PLW,2008,97
Palau,PLW,2009,75
Palau,PLW,2010,39
Palau,PLW,2011,85
Palau,PLW,2012,91
Palau,PLW,2013,99
Palau,PLW,2014,83
Palau,PLW,2015,95
Palau,PLW,2016,96
Palau,PLW,2017,93
Palau,PLW,2018,90
Palau,PLW,2019,97
Palau,PLW,2020,93
Palau,PLW,2021,93
Palau,PLW,2022,96
Palau,PLW,2023,96
Palau,PLW,2024,96
Palestine,PSE,2000,95
Palestine,PSE,2001,94
Palestine,PSE,2002,93
Palestine,PSE,2003,94
Palestine,PSE,2004,94
Palestine,PSE,2005,97
Palestine,PSE,2006,92
Palestine,PSE,2007,87
Palestine,PSE,2008,99
Palestine,PSE,2009,97
Palestine,PSE,2010,94
Palestine,PSE,2011,99
Palestine,PSE,2012,98
Palestine,PSE,2013,99
Palestine,PSE,2014,99
Palestine,PSE,2015,99
Palestine,PSE,2016,99
Palestine,PSE,2017,99
Palestine,PSE,2018,99
Palestine,PSE,2019,99
Palestine,PSE,2020,99
Palestine,PSE,2021,98
Palestine,PSE,2022,97
Palestine,PSE,2023,89
Palestine,PSE,2024,89
Panama,PAN,1992,76
Panama,PAN,1993,83
Panama,PAN,1994,84
Panama,PAN,1995,84
Panama,PAN,1996,90
Panama,PAN,1997,92
Panama,PAN,1998,96
Panama,PAN,1999,90
Panama,PAN,2000,97
Panama,PAN,2001,95
Panama,PAN,2002,95
Panama,PAN,2003,95
Panama,PAN,2004,97
Panama,PAN,2005,99
Panama,PAN,2006,95
Panama,PAN,2007,95
Panama,PAN,2008,96
Panama,PAN,2009,96
Panama,PAN,2010,97
Panama,PAN,2011,97
Panama,PAN,2012,98
Panama,PAN,2013,92
Panama,PAN,2014,90
Panama,PAN,2015,93
Panama,PAN,2016,95
Panama,PAN,2017,98
Panama,PAN,2018,98
Panama,PAN,2019,97
Panama,PAN,2020,80
Panama,PAN,2021,92
Panama,PAN,2022,87
Panama,PAN,2023,88
Panama,PAN,2024,93
Papua New Guinea,PNG,2015,57
Papua New Guinea,PNG,2016,46
Papua New Guinea,PNG,2017,41
Papua New Guinea,PNG,2018,37
Papua New Guinea,PNG,2019,37
Papua New Guinea,PNG,2020,44
Papua New Guinea,PNG,2021,35
Papua New Guinea,PNG,2022,41
Papua New Guinea,PNG,2023,52
Papua New Guinea,PNG,2024,44
Paraguay,PRY,2000,92
Paraguay,PRY,2001,90
Paraguay,PRY,2002,86
Paraguay,PRY,2003,91
Paraguay,PRY,2004,91
Paraguay,PRY,2005,91
Paraguay,PRY,2006,91
Paraguay,PRY,2007,91
Paraguay,PRY,2008,91
Paraguay,PRY,2009,91
Paraguay,PRY,2010,93
Paraguay,PRY,2011,91
Paraguay,PRY,2012,88
Paraguay,PRY,2013,88
Paraguay,PRY,2014,84
Paraguay,PRY,2015,78
Paraguay,PRY,2016,85
Paraguay,PRY,2017,92
Paraguay,PRY,2018,93
Paraguay,PRY,2019,87
Paraguay,PRY,2020,80
Paraguay,PRY,2021,68
Paraguay,PRY,2022,54
Paraguay,PRY,2023,83
Paraguay,PRY,2024,90
Peru,PER,2003,95
Peru,PER,2004,85
Peru,PER,2005,77
Peru,PER,2006,93
Peru,PER,2007,92
Peru,PER,2008,92
Peru,PER,2009,91
Peru,PER,2010,94
Peru,PER,2011,96
Peru,PER,2012,94
Peru,PER,2013,85
Peru,PER,2014,89
Peru,PER,2015,92
Peru,PER,2016,89
Peru,PER,2017,88
Peru,PER,2018,86
Peru,PER,2019,85
Peru,PER,2020,77
Peru,PER,2021,78
Peru,PER,2022,74
Peru,PER,2023,84
Peru,PER,2024,89
Philippines,PHL,2010,87
Philippines,PHL,2011,86
Philippines,PHL,2012,84
Philippines,PHL,2013,83
Philippines,PHL,2014,81
Philippines,PHL,2015,80
Philippines,PHL,2016,80
Philippines,PHL,2017,81
Philippines,PHL,2018,82
Philippines,PHL,2019,83
Philippines,PHL,2020,79
Philippines,PHL,2021,64
Philippines,PHL,2022,76
Philippines,PHL,2023,81
Philippines,PHL,2024,80
Poland,POL,1988,95
Poland,POL,1989,95
Poland,POL,1990,95
Poland,POL,1991,94
Poland,POL,1992,95
Poland,POL,1993,95
Poland,POL,1994,96
Poland,POL,1995,96
Poland,POL,1996,97
Poland,POL,1997,97
Poland,POL,1998,97
Poland,POL,1999,97
Poland,POL,2000,97
Poland,POL,2001,97
Poland,POL,2002,98
Poland,POL,2003,97
Poland,POL,2004,97
Poland,POL,2005,98
Poland,POL,2006,99
Poland,POL,2007,98
Poland,POL,2008,98
Poland,POL,2009,98
Poland,POL,2010,98
Poland,POL,2011,98
Poland,POL,2012,98
Poland,POL,2013,98
Poland,POL,2014,97
Poland,POL,2015,96
Poland,POL,2016,96
Poland,POL,2017,94
Poland,POL,2018,93
Poland,POL,2019,93
Poland,POL,2020,92
Poland,POL,2021,91
Poland,POL,2022,91
Poland,POL,2023,92
Poland,POL,2024,92
Portugal,PRT,1984,48
Portugal,PRT,1985,70
Portugal,PRT,1986,75
Portugal,PRT,1987,81
Portugal,PRT,1988,84
Portugal,PRT,1989,96
Portugal,PRT,1990,85
Portugal,PRT,1991,96
Portugal,PRT,1992,99
Portugal,PRT,1993,95
Portugal,PRT,1994,91
Portugal,PRT,1995,94
Portugal,PRT,1996,99
Portugal,PRT,1997,96
Portugal,PRT,1998,96
Portugal,PRT,1999,92
Portugal,PRT,2000,87
Portugal,PRT,2001,90
Portugal,PRT,2002,93
Portugal,PRT,2003,96
Portugal,PRT,2004,95
Portugal,PRT,2005,93
Portugal,PRT,2006,97
Portugal,PRT,2007,95
Portugal,PRT,2008,97
Portugal,PRT,2009,95
Portugal,PRT,2010,96
Portugal,PRT,2011,97
Portugal,PRT,2012,97
Portugal,PRT,2013,98
Portugal,PRT,2014,98
Portugal,PRT,2015,98
Portugal,PRT,2016,98
Portugal,PRT,2017,98
Portugal,PRT,2018,99
Portugal,PRT,2019,99
Portugal,PRT,2020,99
Portugal,PRT,2021,98
Portugal,PRT,2022,98
Portugal,PRT,2023,98
Portugal,PRT,2024,99
Qatar,QAT,1992,86
Qatar,QAT,1993,86
Qatar,QAT,1994,86
Qatar,QAT,1995,87
Qatar,QAT,1996,90
Qatar,QAT,1997,87
Qatar,QAT,1998,89
Qatar,QAT,1999,87
Qatar,QAT,2000,91
Qatar,QAT,2001,92
Qatar,QAT,2002,99
Qatar,QAT,2003,93
Qatar,QAT,2004,99
Qatar,QAT,2005,99
Qatar,QAT,2006,99
Qatar,QAT,2007,92
Qatar,QAT,2008,96
Qatar,QAT,2009,99
Qatar,QAT,2010,99
Qatar,QAT,2011,98
Qatar,QAT,2012,97
Qatar,QAT,2013,97
Qatar,QAT,2014,99
Qatar,QAT,2015,99
Qatar,QAT,2016,99
Qatar,QAT,2017,99
Qatar,QAT,2018,99
Qatar,QAT,2019,99
Qatar,QAT,2020,90
Qatar,QAT,2021,99
Qatar,QAT,2022,99
Qatar,QAT,2023,99
Qatar,QAT,2024,99
Romania,ROU,2002,98
Romania,ROU,2003,97
Romania,ROU,2004,97
Romania,ROU,2005,97
Romania,ROU,2006,95
Romania,ROU,2007,97
Romania,ROU,2008,96
Romania,ROU,2009,96
Romania,ROU,2010,95
Romania,ROU,2011,93
Romania,ROU,2012,94
Romania,ROU,2013,92
Romania,ROU,2014,89
Romania,ROU,2015,86
Romania,ROU,2016,86
Romania,ROU,2017,87
Romania,ROU,2018,90
Romania,ROU,2019,90
Romania,ROU,2020,87
Romania,ROU,2021,86
Romania,ROU,2022,83
Romania,ROU,2023,78
Romania,ROU,2024,78
Russia,RUS,2000,97
Russia,RUS,2001,97
Russia,RUS,2002,98
Russia,RUS,2003,98
Russia,RUS,2004,98
Russia,RUS,2005,99
Russia,RUS,2006,99
Russia,RUS,2007,99
Russia,RUS,2008,99
Russia,RUS,2009,98
Russia,RUS,2010,98
Russia,RUS,2011,98
Russia,RUS,2012,98
Russia,RUS,2013,98
Russia,RUS,2014,98
Russia,RUS,2015,98
Russia,RUS,2016,98
Russia,RUS,2017,98
Russia,RUS,2018,98
Russia,RUS,2019,98
Russia,RUS,2020,97
Russia,RUS,2021,97
Russia,RUS,2022,97
Russia,RUS,2023,97
Russia,RUS,2024,97
Rwanda,RWA,2015,96
Rwanda,RWA,2016,95
Rwanda,RWA,2017,97
Rwanda,RWA,2018,99
Rwanda,RWA,2019,96
Rwanda,RWA,2020,94
Rwanda,RWA,2021,87
Rwanda,RWA,2022,99
Rwanda,RWA,2023,96
Rwanda,RWA,2024,97
Saint Kitts and Nevis,KNA,1987,91
Saint Kitts and Nevis,KNA,1988,77
Saint Kitts and Nevis,KNA,1989,90
Saint Kitts and Nevis,KNA,1990,99
Saint Kitts and Nevis,KNA,1991,99
Saint Kitts and Nevis,KNA,1992,99
Saint Kitts and Nevis,KNA,1993,99
Saint Kitts and Nevis,KNA,1994,99
Saint Kitts and Nevis,KNA,1995,99
Saint Kitts and Nevis,KNA,1996,99
Saint Kitts and Nevis,KNA,1997,97
Saint Kitts and Nevis,KNA,1998,99
Saint Kitts and Nevis,KNA,1999,99
Saint Kitts and Nevis,KNA,2000,99
Saint Kitts and Nevis,KNA,2001,90
Saint Kitts and Nevis,KNA,2002,99
Saint Kitts and Nevis,KNA,2003,98
Saint Kitts and Nevis,KNA,2004,98
Saint Kitts and Nevis,KNA,2005,99
Saint Kitts and Nevis,KNA,2006,99
Saint Kitts and Nevis,KNA,2007,99
Saint Kitts and Nevis,KNA,2008,99
Saint Kitts and Nevis,KNA,2009,99
Saint Kitts and Nevis,KNA,2010,99
Saint Kitts and Nevis,KNA,2011,99
Saint Kitts and Nevis,KNA,2012,95
Saint Kitts and Nevis,KNA,2013,99
Saint Kitts and Nevis,KNA,2014,93
Saint Kitts and Nevis,KNA,2015,95
Saint Kitts and Nevis,KNA,2016,98
Saint Kitts and Nevis,KNA,2017,93
Saint Kitts and Nevis,KNA,2018,96
Saint Kitts and Nevis,KNA,2019,97
Saint Kitts and Nevis,KNA,2020,95
Saint Kitts and Nevis,KNA,2021,96
Saint Kitts and Nevis,KNA,2022,95
Saint Kitts and Nevis,KNA,2023,95
Saint Kitts and Nevis,KNA,2024,95
Saint Lucia,LCA,1986,91
Saint Lucia,LCA,1987,81
Saint Lucia,LCA,1988,83
Saint Lucia,LCA,1989,91
Saint Lucia,LCA,1990,82
Saint Lucia,LCA,1991,97
Saint Lucia,LCA,1992,75
Saint Lucia,LCA,1993,94
Saint Lucia,LCA,1994,92
Saint Lucia,LCA,1995,94
Saint Lucia,LCA,1996,95
Saint Lucia,LCA,1997,95
Saint Lucia,LCA,1998,90
Saint Lucia,LCA,1999,95
Saint Lucia,LCA,2000,88
Saint Lucia,LCA,2001,89
Saint Lucia,LCA,2002,98
Saint Lucia,LCA,2003,90
Saint Lucia,LCA,2004,95
Saint Lucia,LCA,2005,94
Saint Lucia,LCA,2006,94
Saint Lucia,LCA,2007,94
Saint Lucia,LCA,2008,99
Saint Lucia,LCA,2009,99
Saint Lucia,LCA,2010,95
Saint Lucia,LCA,2011,91
Saint Lucia,LCA,2012,99
Saint Lucia,LCA,2013,99
Saint Lucia,LCA,2014,99
Saint Lucia,LCA,2015,97
Saint Lucia,LCA,2016,99
Saint Lucia,LCA,2017,87
Saint Lucia,LCA,2018,86
Saint Lucia,LCA,2019,96
Saint Lucia,LCA,2020,89
Saint Lucia,LCA,2021,77
Saint Lucia,LCA,2022,81
Saint Lucia,LCA,2023,85
Saint Lucia,LCA,2024,83
Saint Vincent and the Grenadines,VCT,1991,99
Saint Vincent and the Grenadines,VCT,1992,99
Saint Vincent and the Grenadines,VCT,1993,99
Saint Vincent and the Grenadines,VCT,1994,99
Saint Vincent and the Grenadines,VCT,1995,99
Saint Vincent and the Grenadines,VCT,1996,99
Saint Vincent and the Grenadines,VCT,1997,99
Saint Vincent and the Grenadines,VCT,1998,99
Saint Vincent and the Grenadines,VCT,1999,87
Saint Vincent and the Grenadines,VCT,2000,96
Saint Vincent and the Grenadines,VCT,2001,98
Saint Vincent and the Grenadines,VCT,2002,99
Saint Vincent and the Grenadines,VCT,2003,94
Saint Vincent and the Grenadines,VCT,2004,99
Saint Vincent and the Grenadines,VCT,2005,97
Saint Vincent and the Grenadines,VCT,2006,99
Saint Vincent and the Grenadines,VCT,2007,99
Saint Vincent and the Grenadines,VCT,2008,99
Saint Vincent and the Grenadines,VCT,2009,99
Saint Vincent and the Grenadines,VCT,2010,99
Saint Vincent and the Grenadines,VCT,2011,97
Saint Vincent and the Grenadines,VCT,2012,94
Saint Vincent and the Grenadines,VCT,2013,99
Saint Vincent and the Grenadines,VCT,2014,99
Saint Vincent and the Grenadines,VCT,2015,99
Saint Vincent and the Grenadines,VCT,2016,99
Saint Vincent and the Grenadines,VCT,2017,99
Saint Vincent and the Grenadines,VCT,2018,99
Saint Vincent and the Grenadines,VCT,2019,99
Saint Vincent and the Grenadines,VCT,2020,99
Saint Vincent and the Grenadines,VCT,2021,96
Saint Vincent and the Grenadines,VCT,2022,99
Saint Vincent and the Grenadines,VCT,2023,90
Saint Vincent and the Grenadines,VCT,2024,99
Samoa,WSM,2004,25
Samoa,WSM,2005,57
Samoa,WSM,2006,54
Samoa,WSM,2007,63
Samoa,WSM,2008,44
Samoa,WSM,2009,45
Samoa,WSM,2010,56
Samoa,WSM,2011,59
Samoa,WSM,2012,76
Samoa,WSM,2013,92
Samoa,WSM,2014,85
Samoa,WSM,2015,75
Samoa,WSM,2016,75
Samoa,WSM,2017,67
Samoa,WSM,2018,40
Samoa,WSM,2019,96
Samoa,WSM,2020,66
Samoa,WSM,2021,62
Samoa,WSM,2022,82
Samoa,WSM,2023,87
Samoa,WSM,2024,85
San Marino,SMR,1995,97
San Marino,SMR,1996,98
San Marino,SMR,1997,98
San Marino,SMR,1998,99
San Marino,SMR,1999,99
San Marino,SMR,2000,99
San Marino,SMR,2001,97
San Marino,SMR,2002,96
San Marino,SMR,2003,94
San Marino,SMR,2004,94
San Marino,SMR,2005,94
San Marino,SMR,2006,90
San Marino,SMR,2007,90
San Marino,SMR,2008,86
San Marino,SMR,2009,88
San Marino,SMR,2010,88
San Marino,SMR,2011,90
San Marino,SMR,2012,84
San Marino,SMR,2013,82
San Marino,SMR,2014,81
San Marino,SMR,2015,84
San Marino,SMR,2016,82
San Marino,SMR,2017,86
San Marino,SMR,2018,89
San Marino,SMR,2019,86
San Marino,SMR,2020,90
San Marino,SMR,2021,89
San Marino,SMR,2022,91
San Marino,SMR,2023,89
San Marino,SMR,2024,85
Sao Tome and Principe,STP,2016,93
Sao Tome and Principe,STP,2017,90
Sao Tome and Principe,STP,2018,95
Sao Tome and Principe,STP,2019,95
Sao Tome and Principe,STP,2020,86
Sao Tome and Principe,STP,2021,77
Sao Tome and Principe,STP,2022,82
Sao Tome and Principe,STP,2023,87
Sao Tome and Principe,STP,2024,87
Saudi Arabia,SAU,1991,95
Saudi Arabia,SAU,1992,88
Saudi Arabia,SAU,1993,91
Saudi Arabia,SAU,1994,93
Saudi Arabia,SAU,1995,94
Saudi Arabia,SAU,1996,92
Saudi Arabia,SAU,1997,92
Saudi Arabia,SAU,1998,93
Saudi Arabia,SAU,1999,92
Saudi Arabia,SAU,2000,94
Saudi Arabia,SAU,2001,94
Saudi Arabia,SAU,2002,97
